state,population,latitude,longitude,gestation_8_duration,gestation_8_duration_closed,gestation_12_duration,gestation_12_duration_closed,gestation_16_duration,gestation_16_duration_closed,gestation_20_duration,gestation_20_duration_closed,"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence, 2011-2014","% change in the no. of clinics, 2011-2014","% of all U.S. abortions, by state of occurrence, 2014","% of counties without a known clinic, 2014 [2]","% of women aged 15-44 living in a county without a clinic, 2014 [4]","Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence, 2014","Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of residence, 2014 [1]","Change in the no. of clinics, 2011-2014","No. of abortions, by state of occurrence, 2014 [3]","No. of abortions, by state of residence, 2014 [5]","No. of clinics, 2014"
Wisconsin,77742,42.726131,-87.782852,1,1,1,1,1,1,1,2,-21,0,0.7,96,67,5.6,7,0,"6,050","7,430",4
Wisconsin,74139,44.261931,-88.415385,3,3,3,3,3,3,3,5,-21,0,0.7,96,67,5.6,7,0,"6,050","7,430",4
Wisconsin,71970,43.011678,-88.231481,0,0,0,0,0,0,0,2,-21,0,0.7,96,67,5.6,7,0,"6,050","7,430",4
Wisconsin,67778,44.811349,-91.498494,2,2,2,2,2,2,2,2,-21,0,0.7,96,67,5.6,7,0,"6,050","7,430",4
Wisconsin,66555,44.024706,-88.542614,2,2,2,2,2,2,2,4,-21,0,0.7,96,67,5.6,7,0,"6,050","7,430",4
Wisconsin,64123,42.682789,-89.018722,1,2,1,2,1,2,2,3,-21,0,0.7,96,67,5.6,7,0,"6,050","7,430",4
Wisconsin,60620,43.016681,-88.00703100000001,0,0,0,0,0,0,0,2,-21,0,0.7,96,67,5.6,7,0,"6,050","7,430",4
Wisconsin,52306,43.801356,-91.239581,4,4,4,4,4,4,4,4,-21,0,0.7,96,67,5.6,7,0,"6,050","7,430",4
New Mexico,559121,35.085334,-106.605553,0,0,0,0,0,0,0,12,-10,29,0.5,91,48,11.7,10,2,"4,650","4,030",9
New Mexico,101643,32.31994,-106.763654,1,1,1,1,6,6,6,11,-10,29,0.5,91,48,11.7,10,2,"4,650","4,030",9
New Mexico,94171,35.232754,-106.663044,0,0,0,0,0,0,0,12,-10,29,0.5,91,48,11.7,10,2,"4,650","4,030",9
New Mexico,84099,35.686975,-105.937799,0,2,2,2,2,2,2,11,-10,29,0.5,91,48,11.7,10,2,"4,650","4,030",9
Missouri,475378,39.099727,-94.578567,0,0,0,0,0,0,0,0,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,315685,38.627003,-90.199404,0,0,0,0,0,0,0,0,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,166810,37.208957,-93.292299,4,5,5,5,5,5,5,5,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,117255,39.091116,-94.41550699999999,0,0,0,0,0,0,0,0,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,119108,38.951705,-92.33407199999999,3,4,3,4,3,4,3,4,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,95094,38.910841,-94.382172,0,0,0,0,0,0,0,0,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,85040,38.810608,-90.699848,1,1,1,1,1,1,1,1,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,76596,39.767458000000005,-94.846681,2,2,2,2,2,2,2,2,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,68796,38.788106,-90.497436,1,1,1,1,1,1,1,1,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,56971,38.78747,-90.629892,1,1,1,1,1,1,1,1,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,54148,39.016951,-94.281615,0,0,0,0,0,0,0,0,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,52268,38.789217,-90.322614,0,0,0,0,0,0,0,0,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Missouri,51818,37.084227,-94.513281,3,3,3,4,4,4,4,4,-12,-75,0.6,99,94,4.4,8,-3,"5,130","9,180",1
Virginia,452745,36.852926000000004,-75.977985,0,0,0,0,3,6,6,6,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,246393,36.850769,-76.285873,0,0,0,0,3,6,6,6,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,235429,36.768209000000006,-76.28749300000001,0,0,0,0,3,5,5,6,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,220289,37.540725,-77.436048,0,0,0,0,0,3,3,3,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,182385,37.087082,-76.473012,1,1,1,1,2,5,5,5,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,153511,38.804836,-77.046921,0,0,0,0,0,0,0,0,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,136454,37.029869,-76.34522199999999,0,0,0,1,2,5,5,5,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,99897,37.27097,-79.941427,0,3,0,3,4,5,4,5,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,96201,36.835426,-76.29827399999999,0,0,0,0,3,6,6,6,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,88161,36.728204999999996,-76.583562,1,1,1,1,3,5,5,5,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,79812,37.413754,-79.142246,2,2,2,2,4,4,4,4,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,52538,38.449569,-78.868915,2,3,2,3,3,3,4,4,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Virginia,51209,39.115662,-77.563601,1,1,1,1,1,1,1,1,-23,-14,2.3,92,78,12.5,15,-3,"21,080","24,590",18
Georgia,463878,33.748995,-84.387982,0,0,0,0,0,0,0,0,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,200579,32.460976,-84.987709,0,2,0,2,3,3,3,3,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,197182,33.473498,-82.010515,0,2,0,2,0,4,4,4,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,145674,32.083541,-81.099834,0,3,0,3,0,4,4,4,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,122604,33.951935,-83.357567,1,2,2,2,2,2,2,2,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,105330,33.930434999999996,-84.373315,0,0,0,0,0,0,0,0,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,94501,34.023243,-84.36155500000001,0,0,0,0,0,0,0,0,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,153515,32.840695000000004,-83.632402,2,2,2,2,2,2,2,3,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,83335,34.028926,-84.19857900000001,0,0,0,1,1,1,1,1,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,74843,31.578507000000002,-84.155741,3,3,3,3,5,5,5,6,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,73490,32.613001000000004,-83.624201,3,3,3,3,3,3,3,3,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,63693,34.075376,-84.29409,0,0,0,0,0,1,0,1,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,59067,33.952602,-84.549933,0,0,0,0,0,0,0,0,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,55724,30.832702,-83.278485,3,3,3,3,3,3,3,3,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,56146,33.883993,-84.514376,0,0,0,0,0,0,0,0,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Georgia,51910,33.865103000000005,-84.33659200000001,0,0,0,0,0,0,0,0,-7,-11,3.6,96,58,15.7,15,-2,"33,000","31,420",17
Nebraska,443885,41.252363,-95.997988,0,0,0,0,0,0,0,5,-13,0,0.2,97,41,6.3,6,0,"2,280","2,360",3
Nebraska,277348,40.825763,-96.685198,0,1,0,1,0,1,2,6,-13,0,0.2,97,41,6.3,6,0,"2,280","2,360",3
Nebraska,55510,41.154362,-95.91455699999999,0,0,0,0,0,0,0,5,-13,0,0.2,97,41,6.3,6,0,"2,280","2,360",3
Nebraska,51440,40.926396000000004,-98.342012,3,4,3,4,3,4,4,8,-13,0,0.2,97,41,6.3,6,0,"2,280","2,360",3
Minnesota,410939,44.977753,-93.265011,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,300851,44.953703000000004,-93.089958,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,112225,44.012122,-92.480199,2,2,2,2,2,2,2,2,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,86435,44.840798,-93.29828,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,86110,46.786671999999996,-92.10048499999999,0,4,0,4,4,4,4,4,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,79149,45.094132,-93.356341,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,75907,45.010519,-93.45550899999999,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,67109,45.557945000000004,-94.16324,2,2,2,2,2,2,2,2,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,67855,44.923854999999996,-92.95938000000001,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,66286,44.804132,-93.166886,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,68385,45.072464000000004,-93.455788,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,63496,44.854686,-93.470786,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,62240,45.173239,-93.30300600000001,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,61481,44.767742,-93.277723,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,62124,45.160799,-93.234949,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,60633,44.649687,-93.24271999999999,1,1,1,1,1,1,1,1,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,51669,44.921184000000004,-93.468749,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,51221,44.731909,-93.21772,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Minnesota,50138,44.889687,-93.349949,0,0,0,0,0,0,0,0,-13,-14,1.1,95,59,9.3,9,-1,"9,760","9,230",6
Kansas,389965,37.687176,-97.330053,0,4,0,4,0,4,0,4,4,33,0.8,97,56,12.9,7,1,"7,240","3,800",4
Kansas,186515,38.982228000000006,-94.670792,0,0,0,0,0,0,0,0,4,33,0.8,97,56,12.9,7,1,"7,240","3,800",4
Kansas,151306,39.114053000000006,-94.627464,0,0,0,0,0,0,0,0,4,33,0.8,97,56,12.9,7,1,"7,240","3,800",4
Kansas,134305,38.881396,-94.819128,0,0,0,0,0,0,0,0,4,33,0.8,97,56,12.9,7,1,"7,240","3,800",4
Kansas,127265,39.055824,-95.689018,2,2,2,2,2,2,2,2,4,33,0.8,97,56,12.9,7,1,"7,240","3,800",4
Kansas,93917,38.971669,-95.23525,1,1,1,1,1,1,1,1,4,33,0.8,97,56,12.9,7,1,"7,240","3,800",4
Kansas,65046,39.022847999999996,-94.715187,0,0,0,0,0,0,0,0,4,33,0.8,97,56,12.9,7,1,"7,240","3,800",4
Kansas,56308,39.183608,-96.571669,3,3,3,3,3,3,3,3,4,33,0.8,97,56,12.9,7,1,"7,240","3,800",4
Kansas,52490,38.953617,-94.733571,0,0,0,0,0,0,0,0,4,33,0.8,97,56,12.9,7,1,"7,240","3,800",4
Louisiana,389617,29.951065999999997,-90.07153199999999,0,2,0,2,0,2,8,10,-18,-29,1.1,92,63,10.8,10,-2,"10,150","9,320",5
Louisiana,228590,30.449240000000003,-91.18560699999999,0,2,0,2,0,2,7,10,-18,-29,1.1,92,63,10.8,10,-2,"10,150","9,320",5
Louisiana,197204,32.525152,-93.750179,0,5,0,5,0,5,5,6,-18,-29,1.1,92,63,10.8,10,-2,"10,150","9,320",5
Louisiana,127657,30.224090000000004,-92.01984300000001,2,4,2,4,2,4,6,11,-18,-29,1.1,92,63,10.8,10,-2,"10,150","9,320",5
Louisiana,76070,30.226595,-93.217376,4,4,4,4,4,4,4,9,-18,-29,1.1,92,63,10.8,10,-2,"10,150","9,320",5
Louisiana,67091,29.994092,-90.241743,0,2,0,2,0,2,8,10,-18,-29,1.1,92,63,10.8,10,-2,"10,150","9,320",5
Louisiana,68094,32.515985,-93.732123,0,5,0,5,0,5,5,6,-18,-29,1.1,92,63,10.8,10,-2,"10,150","9,320",5
New Jersey,281944,40.735657,-74.17236700000001,0,0,0,1,1,1,1,1,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,264290,40.728157,-74.077642,0,0,0,1,1,1,1,1,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,147754,40.916765000000005,-74.171811,0,0,0,0,0,0,0,0,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,129007,40.663992,-74.210701,0,0,0,0,0,1,0,1,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,86334,40.858433000000005,-74.16375500000001,0,0,0,0,0,0,0,0,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,84225,40.217053,-74.742938,0,0,0,0,0,1,1,1,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,76119,39.925946,-75.11962,0,0,0,0,0,0,0,0,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,71085,40.856766,-74.128476,0,0,0,0,0,0,0,0,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,69156,40.779545,-74.023751,0,0,0,0,0,0,0,0,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,66311,40.668714,-74.11430899999999,0,0,0,0,0,0,0,0,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,64949,40.767323,-74.204868,0,0,0,0,0,1,0,1,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,60818,39.486377000000005,-75.025964,1,1,1,1,1,1,1,1,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,57035,40.486216,-74.451819,0,0,0,1,0,1,0,1,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,53635,40.743990999999994,-74.032363,0,0,0,0,0,0,0,0,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,53366,40.787879,-74.014306,0,0,0,0,0,0,0,0,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,52682,40.506772,-74.265423,0,0,0,0,0,1,0,1,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
New Jersey,51217,40.633714000000005,-74.407374,0,0,0,0,0,1,0,1,-5,71,4.8,33,23,25.8,26,17,"44,460","43,990",41
Idaho,218281,43.61871,-116.214607,0,0,0,8,8,10,10,11,-23,50,0.1,95,68,4.2,6,1,"1,320","1,790",3
Idaho,89839,43.540717,-116.56346200000002,0,1,0,8,8,10,10,11,-23,50,0.1,95,68,4.2,6,1,"1,320","1,790",3
Idaho,90739,43.612109000000004,-116.39151299999999,0,0,0,8,8,10,10,11,-23,50,0.1,95,68,4.2,6,1,"1,320","1,790",3
Idaho,59184,43.491651,-112.03396399999998,3,4,3,6,6,8,6,11,-23,50,0.1,95,68,4.2,6,1,"1,320","1,790",3
Idaho,54441,42.871303000000005,-112.44553400000001,3,4,4,4,4,10,4,12,-23,50,0.1,95,68,4.2,6,1,"1,320","1,790",3
Idaho,51686,43.662938,-116.68736000000001,0,1,0,8,8,10,10,10,-23,50,0.1,95,68,4.2,6,1,"1,320","1,790",3
Alabama,212461,33.520661,-86.80249,0,1,0,1,1,3,1,3,-16,-17,0.9,93,59,8.3,9,-1,"8,020","8,310",5
Alabama,200602,32.366805,-86.29996899999999,0,2,0,2,3,4,3,4,-16,-17,0.9,93,59,8.3,9,-1,"8,020","8,310",5
Alabama,194288,30.695365999999996,-88.039891,0,1,0,1,4,6,7,9,-16,-17,0.9,93,59,8.3,9,-1,"8,020","8,310",5
Alabama,190582,34.730369,-86.586104,0,3,0,3,0,3,0,4,-16,-17,0.9,93,59,8.3,9,-1,"8,020","8,310",5
Alabama,98332,33.209841,-87.56917299999999,0,1,0,1,0,4,0,4,-16,-17,0.9,93,59,8.3,9,-1,"8,020","8,310",5
Alabama,84848,33.405387,-86.811378,0,1,0,1,1,3,1,3,-16,-17,0.9,93,59,8.3,9,-1,"8,020","8,310",5
Alabama,68567,31.223231,-85.390489,3,3,3,3,6,6,6,7,-16,-17,0.9,93,59,8.3,9,-1,"8,020","8,310",5
Alabama,62059,32.609857,-85.48078199999999,1,1,1,1,3,3,3,3,-16,-17,0.9,93,59,8.3,9,-1,"8,020","8,310",5
Alabama,55437,34.605925,-86.98334200000001,1,2,1,2,1,3,1,4,-16,-17,0.9,93,59,8.3,9,-1,"8,020","8,310",5
Iowa,210330,41.600545000000004,-93.60910600000001,0,1,0,3,0,3,3,4,-23,-29,0.5,89,42,7.5,7,-5,"4,380","3,930",12
Iowa,130405,41.97788,-91.665623,1,1,1,1,1,1,1,7,-23,-29,0.5,89,42,7.5,7,-5,"4,380","3,930",12
Iowa,102582,41.523644,-90.577637,0,2,2,2,2,2,2,5,-23,-29,0.5,89,42,7.5,7,-5,"4,380","3,930",12
Iowa,82821,42.499994,-96.400307,2,2,2,3,3,3,3,8,-23,-29,0.5,89,42,7.5,7,-5,"4,380","3,930",12
Iowa,74220,41.661128000000005,-91.530168,0,0,0,0,0,0,0,6,-23,-29,0.5,89,42,7.5,7,-5,"4,380","3,930",12
Iowa,68460,42.492785999999995,-92.342577,0,2,2,2,2,2,2,6,-23,-29,0.5,89,42,7.5,7,-5,"4,380","3,930",12
Iowa,62597,41.261944,-95.860833,0,0,0,0,0,0,0,5,-23,-29,0.5,89,42,7.5,7,-5,"4,380","3,930",12
Iowa,65060,42.030781,-93.631913,0,1,1,4,1,4,4,5,-23,-29,0.5,89,42,7.5,7,-5,"4,380","3,930",12
Iowa,64113,41.577211,-93.711332,0,1,0,3,0,3,3,4,-23,-29,0.5,89,42,7.5,7,-5,"4,380","3,930",12
Iowa,58799,42.500558000000005,-90.66457199999999,2,3,3,3,3,3,3,5,-23,-29,0.5,89,42,7.5,7,-5,"4,380","3,930",12
Iowa,56764,41.731788,-93.600128,0,0,0,3,0,3,3,4,-23,-29,0.5,89,42,7.5,7,-5,"4,380","3,930",12
Arkansas,197992,34.746481,-92.28959499999999,0,0,0,4,0,6,0,9,4,0,0.5,97,77,8,8,0,"4,590","4,350",3
Arkansas,88194,35.385923999999996,-94.398547,2,3,3,4,4,5,4,5,4,0,0.5,97,77,8,8,0,"4,590","4,350",3
Arkansas,82830,36.082156,-94.17185400000001,0,3,3,5,5,7,5,7,4,0,0.5,97,77,8,8,0,"4,590","4,350",3
Arkansas,77859,36.186744,-94.128814,0,3,3,5,5,6,5,6,4,0,0.5,97,77,8,8,0,"4,590","4,350",3
Arkansas,73907,35.842296999999995,-90.704279,2,2,2,2,4,7,4,7,4,0,0.5,97,77,8,8,0,"4,590","4,350",3
Arkansas,66504,34.769535999999995,-92.267094,0,0,0,4,0,6,0,9,4,0,0.5,97,77,8,8,0,"4,590","4,350",3
Arkansas,64980,35.088696,-92.442101,1,1,1,4,1,7,1,9,4,0,0.5,97,77,8,8,0,"4,590","4,350",3
Arkansas,63159,36.33202,-94.118537,1,4,4,6,6,6,6,6,4,0,0.5,97,77,8,8,0,"4,590","4,350",3
Utah,192672,40.760779,-111.891047,0,0,0,0,0,11,0,11,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,136208,40.691613000000004,-112.00105,0,0,0,0,0,11,0,11,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,115264,40.233844,-111.658534,1,1,1,1,1,10,1,10,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,111946,40.60967,-111.939103,0,0,0,0,0,11,0,11,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,94457,40.296898,-111.694648,1,1,1,1,1,10,1,10,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,93613,40.564978,-111.838973,0,1,0,1,1,11,1,11,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,85444,41.223,-111.97383,1,1,1,1,1,13,1,12,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,80202,37.096528,-113.56841599999998,3,3,3,3,3,3,3,3,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,74143,41.060221999999996,-111.971053,0,1,0,1,1,13,1,12,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,60514,40.667725,-111.938826,0,0,0,0,0,11,0,11,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,66648,40.56217,-111.929658,0,0,0,0,0,11,0,11,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,58486,40.391617,-111.850766,1,1,1,1,1,10,1,10,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Utah,50371,41.736979999999996,-111.833836,2,2,2,2,2,13,2,14,-14,-50,0.3,97,62,4.6,5,-2,"2,960","2,960",2
Rhode Island,179207,41.823989000000005,-71.412834,0,0,0,0,0,0,0,0,-14,50,0.4,80,36,17,15,1,"3,580","3,220",3
Rhode Island,81699,41.700101000000004,-71.416167,0,0,0,0,0,0,0,1,-14,50,0.4,80,36,17,15,1,"3,580","3,220",3
Rhode Island,81073,41.779823,-71.43728,0,0,0,0,0,0,0,0,-14,50,0.4,80,36,17,15,1,"3,580","3,220",3
Rhode Island,71591,41.878710999999996,-71.38255600000001,0,0,0,0,0,0,0,0,-14,50,0.4,80,36,17,15,1,"3,580","3,220",3
Mississippi,170674,32.298757,-90.18481,0,5,0,5,0,5,5,8,3,0,0.2,99,91,3.8,9,0,"2,290","5,540",1
Mississippi,71856,30.367420000000003,-89.092816,2,2,2,2,2,4,7,11,3,0,0.2,99,91,3.8,9,0,"2,290","5,540",1
Mississippi,52589,34.991859000000005,-90.002296,0,0,0,0,4,5,4,7,3,0,0.2,99,91,3.8,9,0,"2,290","5,540",1
South Dakota,171544,43.544596000000006,-96.731103,0,5,0,5,5,5,5,7,-11,0,0.1,98,77,3.5,5,0,550,810,1
South Dakota,73569,44.080543,-103.231015,9,10,9,10,10,10,10,11,-11,0,0.1,98,77,3.5,5,0,550,810,1
Connecticut,147629,41.186547999999995,-73.195177,0,0,0,1,0,1,1,1,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
Connecticut,130322,41.308274,-72.927883,0,0,0,1,0,1,1,2,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
Connecticut,128874,41.05343,-73.53873399999999,0,0,0,0,0,0,0,1,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
Connecticut,124006,41.763711,-72.68509300000001,0,0,0,0,0,1,0,1,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
Connecticut,108802,41.558152,-73.051496,0,0,1,1,1,1,1,1,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
Connecticut,88485,41.117744,-73.408158,0,0,0,1,0,1,0,1,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
Connecticut,84657,41.394816999999996,-73.454011,0,0,1,1,1,1,1,1,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
Connecticut,72808,41.66121,-72.779542,0,0,0,0,0,1,0,1,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
Connecticut,60452,41.671765,-72.94927,0,0,0,0,0,1,0,1,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
Connecticut,59988,41.538153,-72.80704300000001,0,0,0,0,0,0,0,1,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
Connecticut,54927,41.270548,-72.94697099999999,0,0,0,1,0,1,1,1,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
Connecticut,52087,41.22232,-73.0565,0,0,0,1,0,1,1,1,-10,19,1.4,13,5,19.2,19,4,"13,140","13,280",25
South Carolina,133803,34.00071,-81.034814,0,2,0,2,2,2,3,4,-10,0,0.7,93,71,6.4,12,0,"6,040","10,940",3
South Carolina,132609,32.776475,-79.931051,0,3,0,3,4,5,6,6,-10,0,0.7,93,71,6.4,12,0,"6,040","10,940",3
South Carolina,108304,32.854620000000004,-79.97480999999999,0,3,0,3,4,5,6,6,-10,0,0.7,93,71,6.4,12,0,"6,040","10,940",3
South Carolina,81317,32.832322,-79.82842600000001,0,3,0,3,4,5,6,6,-10,0,0.7,93,71,6.4,12,0,"6,040","10,940",3
South Carolina,71548,34.924867,-81.02507800000001,0,1,0,1,0,1,1,3,-10,0,0.7,93,71,6.4,12,0,"6,040","10,940",3
South Carolina,64579,34.852618,-82.39401,0,2,0,2,3,3,3,4,-10,0,0.7,93,71,6.4,12,0,"6,040","10,940",3
North Dakota,118523,46.877186,-96.789803,0,6,0,6,0,7,7,7,-8,0,0.1,98,73,8.7,7,0,"1,260","1,020",1
North Dakota,71167,46.808327,-100.783739,5,11,5,11,5,11,11,12,-8,0,0.1,98,73,8.7,7,0,"1,260","1,020",1
North Dakota,57011,47.925257,-97.032855,2,9,2,9,2,9,9,9,-8,0,0.1,98,73,8.7,7,0,"1,260","1,020",1
New Hampshire,110229,42.99564,-71.454789,0,0,0,0,1,1,1,1,-19,-20,0.3,60,30,10.4,10,-1,"2,540","2,530",4
New Hampshire,87970,42.765366,-71.467566,0,0,0,1,1,1,1,1,-19,-20,0.3,60,30,10.4,10,-1,"2,540","2,530",4
Montana,110263,45.783286,-108.50068999999999,0,0,0,7,0,10,0,15,-26,-29,0.2,93,55,9.1,8,-2,"1,690","1,520",5
Montana,71022,46.878718,-113.99658600000001,0,3,0,3,0,6,10,12,-26,-29,0.2,93,55,9.1,8,-2,"1,690","1,520",5
Montana,59638,47.494184000000004,-111.283345,2,5,2,5,5,6,6,16,-26,-29,0.2,93,55,9.1,8,-2,"1,690","1,520",5
Delaware,71948,39.739072,-75.539788,0,0,0,1,1,1,1,1,-41,-25,0.3,33,18,16.7,18,-1,"3,010","3,200",3
Maine,66881,43.661471,-70.255326,0,1,0,1,0,2,2,3,-4,-20,0.2,81,55,9.5,10,-1,"2,220","2,400",4
Wyoming,63335,41.139981,-104.820246,1,2,1,3,1,3,3,3,-4,0,0,96,96,1.1,8,0,120,850,1
Wyoming,60285,42.866632,-106.31308100000001,6,6,6,7,6,7,7,7,-4,0,0,96,96,1.1,8,0,120,850,1
